Year,Facility,City ,State ,Zip Code Region,Address,CO2_Emissions,CH4_Emissions,N2O_Emissions
2018, FORD STERLING PLANT,Sterling Heights,MI,48300,39000 Mound Road,0.259165379,0.000140668,0.029142355
2018, Chicago Assembly Plant,Chicago,IL,60600,12600 S. Torrence Avenue,0.488159973,0.000265194,0.05486372
2018, Flat Rock Assembly Plant,FLAT ROCK,MI,48100,1 INTERNATIONAL DR.,0.415323166,0.000225992,0.046758852
2018,GENERAL MOTORS CORP - MILFORD PROVING GROUND,MILFORD,MI,48300,3300 GENERAL MOTORS RD. MC 483-340-141,0.226980339,0.00012222,0.025801295
2018,GENERAL MOTORS FAIRFAX ASSEMBLY PLANT,KANSAS CITY,KS,66100,3201 FAIRFAX TRFCWY.,0.248642151,0.00013375,0.027703621
2018,GENERAL MOTORS FORT WAYNE ASSEMBLY,ROANOKE,IN,46700,12200 LAFAYETTE CENTER RD,0.45638703,0.0008025,0.276860363
2018,GENERAL MOTORS LANSING DELTA TOWNSHIP,LANSING,MI,48900,8175 MILLETT HWY,0.388797489,0.000209849,0.043433778
2018,GENERAL MOTORS LLC BEDFORD CETC,BEDFORD,IN,47400,105 GM DRIVE,0.301404957,0.090191369,0.033906163
2018,GENERAL MOTORS LORDSTOWN COMPLEX EAST,WARREN,OH,44400,2300 HALLOCK YOUNG ROAD,0.450730058,0.00024444,0.05057949
2018,GENERAL MOTORS MLCG DETROIT-HAMTRAMCK ASSEM BLY CENTER,DETROIT,MI,48200,2500 EAST GENERAL MOTORS BOULEVARD,0.042631748,4.38E-05,0.009127967
2018,GENERAL MOTORS SAGINAW METAL CASTING OPERATIONS,SAGINAW,MI,48600,1629 NORTH WASHINGTON AVENUE,0.286530396,0.061824822,0.031987851
2018,General Motors LLC Orion Assembly,Lake Orion,MI,48300,4555 Giddings Road,0.20096799,0.000322845,0.110127088
2018,General Motors LLC Wentzville,Wentzville,MO,63300,1500 East Route A,0.647663958,0.000352823,0.072959795
2018,General Motors Spring Hill Manufacturing,Spring Hill,TN,37100,100 Saturn Parkway,0.313497662,0.000170647,0.035328911
2018,FCA Belvidere Assembly Plant,Belvidere,IL,61000,3000 West Chrysler Drive,0.601485942,0.000327457,0.06771641
2018,FCA Chrysler Technology Center,Auburn Hills,MI,48300,800 Chrysler Drive,0.34994237,0.000189095,0.039133562
2018,FCA JEFFERSON NORTH ASSEMBLY PLANT,DETROIT,MI,48200,2101 CONNER AVENUE,0.626358447,0.000341293,0.070577891
2018,FCA KOKOMO CASTING PLANT,KOKOMO,IN,46900,1001 E. BOULEVARD,0.272853866,0.000147586,0.030565103
2018,FCA KOKOMO TRANSMISSION PLANT,KOKOMO,IN,46900,2401 S REED RD,0.156993937,8.53E-05,0.017696427
2018,FCA STERLING HEIGHTS ASSEMBLY PLANT,STERLING HTS,MI,48300,38111 VAN DYKE,0.73124718,0.000396638,0.082007833
2018,FCA STERLING HEIGHTS VEHICLE TEST CENTER,STERLING HEIGHTS,MI,48300,7150 METROPOLITAN PARKWAY,0.002266934,0,7.99E-05
2018,FCA STERLING STAMPING PLANT,STERLING HEIGHTS,MI,48300,35777 VAN DYKE,0.071692979,3.69E-05,0.007705219
2018,FCA TOLEDO ASSEMBLY COMPLEX,TOLEDO,OH,43600,4400 CHRYSLER DRIVE,0.719874251,0.000392026,0.081064663
2018,FCA WARREN STAMPING PLANT,WARREN,MI,48000,22800 MOUND RD.,0.054060474,2.77E-05,0.005786908
2018,FCA WARREN TRUCK ASSEMBLY PLANT,WARREN,MI,48000,21500 MOUND ROAD,0.788225813,0.000428923,0.088689953
2018,FCA Warren PDC,Warren,MI,48000,21035 Sherwood Avenue,0.046873879,2.54E-05,0.005323315
2018,TeslaInc.,Fremont,CA,94500,45500 Fremont Boulevard,0.173783914,9.45E-05,0.019614739
2018,GMC TRUCK GROUP ARLINGTON ASSEMBLY PLANT,ARLINGTON,TX,76000,2525 EAST ABRAM STREET,0.412577179,0.000223685,0.046279274
2017, FORD KANSAS CITY ASSEMBLY PLANT,Claycomo,MO,64100,8121 NE Highway 69,0.622016678,0.000336681,0.069634721
2017, FORD KENTUCKY TRUCK PLANT,Louisville,KY,40200,3001 Chamberlain Lane,0.67652751,0.00036666,0.075821277
2017, FORD LIVONIA SITE,Livonia,MI,48100,36200 Plymouth Road,0.083442934,4.38E-05,0.009127967
2017, FORD LOUISVILLE ASSEMBLY PLANT,Louisville,KY,40200,2000 Fern Valley Road,0.489113297,0.000265194,0.05486372
2017, FORD MICHIGAN ASSEMBLY SITE,Wayne,MI,48100,38303 Michigan Avenue,0.453224163,0.000281336,0.065334506
2017, FORD OHIO ASSEMBLY PLANT,AVON LAKE,OH,44000,650 MILLER ROAD,0.264515471,0.000142974,0.029605947
2017, FORD RESEARCH AND ENGINEERING CENTER,Dearborn,MI,48100,2450 Carroll Shelby Way,0.523827515,0.000283642,0.058668372
2017, FORD ROUGE SITE,Dearborn,MI,48100,3001 Miller Road,0.591507128,0.000320539,0.066293662
2017, FORD SHARONVILLE TRANSMISSION PLANT,SHARONVILLE,OH,45200,3000 SHARON ROAD,0.084819514,4.38E-05,0.009127967
2017, FORD STERLING PLANT,Sterling Heights,MI,48300,39000 Mound Road,0.233215204,0.000126832,0.026280873
2017, Chicago Assembly Plant,Chicago,IL,60600,12600 S. Torrence Avenue,0.433316754,0.000235216,0.048661178
2017, Flat Rock Assembly Plant,FLAT ROCK,MI,48100,1 INTERNATIONAL DR.,0.437548523,0.000237522,0.049140756
2017,GENERAL MOTORS CORP - MILFORD PROVING GROUND,MILFORD,MI,48300,3300 GENERAL MOTORS RD. MC 483-340-141,0.208085238,0.000112996,0.023419391
2017,GENERAL MOTORS FAIRFAX ASSEMBLY PLANT,KANSAS CITY,KS,66100,3201 FAIRFAX TRFCWY.,0.210690139,0.000112996,0.023419391
2017,GENERAL MOTORS FORT WAYNE ASSEMBLY,ROANOKE,IN,46700,12200 LAFAYETTE CENTER RD,0.498796389,0.000853233,0.293054112
2017,GENERAL MOTORS LANSING DELTA TOWNSHIP,LANSING,MI,48900,8175 MILLETT HWY,0.350242077,0.000189095,0.039133562
2017,GENERAL MOTORS LLC BEDFORD CETC,BEDFORD,IN,47400,105 GM DRIVE,0.280961103,0.093853354,0.031524259
2017,GENERAL MOTORS LORDSTOWN COMPLEX EAST,WARREN,OH,44400,2300 HALLOCK YOUNG ROAD,0.394230478,0.000214461,0.044376948
2017,GENERAL MOTORS MLCG DETROIT-HAMTRAMCK ASSEM BLY CENTER,DETROIT,MI,48200,2500 EAST GENERAL MOTORS BOULEVARD,0.07211225,3.69E-05,0.007705219
2017,GENERAL MOTORS SAGINAW METAL CASTING OPERATIONS,SAGINAW,MI,48600,1629 NORTH WASHINGTON AVENUE,0.318625364,0.06432687,0.035808489
2017,General Motors Components Holdings LLC,Kokomo,IN,46900,2100 E. Lincoln Road,0.064764642,3.46E-05,0.284949245
2017,General Motors LLC Orion Assembly,Lake Orion,MI,48300,4555 Giddings Road,0.180466746,0.000297479,0.101063065
2017,General Motors LLC Wentzville,Wentzville,MO,63300,1500 East Route A,0.673493772,0.00036666,0.075821277
2017,General Motors Spring Hill Manufacturing,Spring Hill,TN,37100,100 Saturn Parkway,0.301570752,0.000163729,0.033906163
2017,FCA Belvidere Assembly Plant,Belvidere,IL,61000,3000 West Chrysler Drive,0.528243413,0.000285948,0.05914795
2017,FCA Chrysler Technology Center,Auburn Hills,MI,48300,800 Chrysler Drive,0.333999703,0.000179871,0.037231237
2017,FCA JEFFERSON NORTH ASSEMBLY PLANT,DETROIT,MI,48200,2101 CONNER AVENUE,0.632294402,0.000343599,0.071057469
2017,FCA KOKOMO CASTING PLANT,KOKOMO,IN,46900,1001 E. BOULEVARD,0.227894605,0.00012222,0.025321717
2017,FCA KOKOMO TRANSMISSION PLANT,KOKOMO,IN,46900,2401 S REED RD,0.155343954,8.30E-05,0.017232835
2017,FCA STERLING HEIGHTS ASSEMBLY PLANT,STERLING HTS,MI,48300,38111 VAN DYKE,0.335012809,0.000182177,0.037710814
2017,FCA STERLING HEIGHTS VEHICLE TEST CENTER,STERLING HEIGHTS,MI,48300,7150 METROPOLITAN PARKWAY,0.000261447,-2.31E-06,-0.000399648
2017,FCA STERLING STAMPING PLANT,STERLING HEIGHTS,MI,48300,35777 VAN DYKE,0.067795989,3.46E-05,0.007225641
2017,FCA TOLEDO ASSEMBLY COMPLEX,TOLEDO,OH,43600,4400 CHRYSLER DRIVE,0.643927981,0.000350517,0.072480217
2017,FCA WARREN STAMPING PLANT,WARREN,MI,48000,22800 MOUND RD.,0.036410433,1.84E-05,0.003884582
2017,FCA WARREN TRUCK ASSEMBLY PLANT,WARREN,MI,48000,21500 MOUND ROAD,0.805887811,0.000438147,0.090592279
2017,FCA Warren PDC,Warren,MI,48000,21035 Sherwood Avenue,0.042100883,2.08E-05,0.00436416
2017,TeslaInc.,Fremont,CA,94500,45500 Fremont Boulevard,0.174719702,9.45E-05,0.019614739
2017,GMC TRUCK GROUP ARLINGTON ASSEMBLY PLANT,ARLINGTON,TX,76000,2525 EAST ABRAM STREET,0.357355339,0.000193707,0.040092718
2016, FORD KANSAS CITY ASSEMBLY PLANT,Claycomo,MO,64100,8121 NE Highway 69,0.649502056,0.000352823,0.072959795
2016, FORD KENTUCKY TRUCK PLANT,Louisville,KY,40200,3001 Chamberlain Lane,0.73890406,0.00040125,0.082966989
2016, FORD LIVONIA SITE,Livonia,MI,48100,36200 Plymouth Road,0.106671832,5.77E-05,0.011989449
2016, FORD LOUISVILLE ASSEMBLY PLANT,Louisville,KY,40200,2000 Fern Valley Road,0.535075301,0.000290561,0.060107106
2016, FORD MICHIGAN ASSEMBLY SITE,Wayne,MI,48100,38303 Michigan Avenue,0.400854325,0.000329763,0.091071857
2016, FORD OHIO ASSEMBLY PLANT,AVON LAKE,OH,44000,650 MILLER ROAD,0.309775236,0.000168341,0.034849333
2016, FORD RESEARCH AND ENGINEERING CENTER,Dearborn,MI,48100,2450 Carroll Shelby Way,0.58214686,0.000315927,0.065334506
2016, FORD ROUGE SITE,Dearborn,MI,48100,3001 Miller Road,0.557126892,0.000302091,0.06248901
2016, FORD SHARONVILLE TRANSMISSION PLANT,SHARONVILLE,OH,45200,3000 SHARON ROAD,0.119576775,6.46E-05,0.013412197
2016, FORD STERLING PLANT,Sterling Heights,MI,48300,39000 Mound Road,0.257574381,0.000138362,0.028662777
2016, Chicago Assembly Plant,Chicago,IL,60600,12600 S. Torrence Avenue,0.421156296,0.000228298,0.04723843
2016, Flat Rock Assembly Plant,FLAT ROCK,MI,48100,1 INTERNATIONAL DR.,0.471552531,0.00025597,0.052961394
2016,GENERAL MOTORS CORP - MILFORD PROVING GROUND,MILFORD,MI,48300,3300 GENERAL MOTORS RD. MC 483-340-141,0.19953641,0.000108384,0.022460235
2016,GENERAL MOTORS FAIRFAX ASSEMBLY PLANT,KANSAS CITY,KS,66100,3201 FAIRFAX TRFCWY.,0.274562834,0.000147586,0.030565103
2016,GENERAL MOTORS FORT WAYNE ASSEMBLY,ROANOKE,IN,46700,12200 LAFAYETTE CENTER RD,0.472522594,0.000774828,0.263991687
2016,GENERAL MOTORS LANSING DELTA TOWNSHIP,LANSING,MI,48900,8175 MILLETT HWY,0.342895267,0.000184483,0.038190392
2016,GENERAL MOTORS LLC BEDFORD CETC,BEDFORD,IN,47400,105 GM DRIVE,0.300395837,0.097685985,0.033426585
2016,GENERAL MOTORS LORDSTOWN COMPLEX EAST,WARREN,OH,44400,2300 HALLOCK YOUNG ROAD,0.49066205,0.000265194,0.05486372
2016,GENERAL MOTORS MLCG DETROIT-HAMTRAMCK ASSEM BLY CENTER,DETROIT,MI,48200,2500 EAST GENERAL MOTORS BOULEVARD,0.128075386,6.92E-05,0.014371353
2016,GENERAL MOTORS SAGINAW METAL CASTING OPERATIONS,SAGINAW,MI,48600,1629 NORTH WASHINGTON AVENUE,0.311679492,0.066771268,0.034849333
2016,FCA Belvidere Assembly Plant,Belvidere,IL,61000,3000 West Chrysler Drive,0.53413234,0.000290561,0.060107106
2016,FCA Chrysler Technology Center,Auburn Hills,MI,48300,800 Chrysler Drive,0.360509438,0.000196013,0.040572296
2016,FCA JEFFERSON NORTH ASSEMBLY PLANT,DETROIT,MI,48200,2101 CONNER AVENUE,0.604834531,0.000329763,0.068195988
2016,FCA KOKOMO CASTING PLANT,KOKOMO,IN,46900,1001 E. BOULEVARD,0.234528814,0.000126832,0.026280873
2016,FCA KOKOMO TRANSMISSION PLANT,KOKOMO,IN,46900,2401 S REED RD,0.175392449,9.45E-05,0.019614739
2016,FCA STERLING HEIGHTS ASSEMBLY PLANT,STERLING HTS,MI,48300,38111 VAN DYKE,0.268636444,0.00014528,0.030085525
2016,FCA STERLING HEIGHTS VEHICLE TEST CENTER,STERLING HEIGHTS,MI,48300,7150 METROPOLITAN PARKWAY,0,4.70E-05,0.013907761
2016,FCA STERLING STAMPING PLANT,STERLING HEIGHTS,MI,48300,35777 VAN DYKE,0.082323814,4.38E-05,0.009127967
2016,FCA TOLEDO ASSEMBLY COMPLEX,TOLEDO,OH,43600,4400 CHRYSLER DRIVE,0.657219515,0.000357436,0.073918951
2016,FCA WARREN STAMPING PLANT,WARREN,MI,48000,22800 MOUND RD.,0.036148189,1.84E-05,0.003884582
2016,FCA WARREN TRUCK ASSEMBLY PLANT,WARREN,MI,48000,21500 MOUND ROAD,0.842017667,0.000458901,0.094876509
2016,FCA Warren PDC,Warren,MI,48000,21035 Sherwood Avenue,0.042261896,2.08E-05,0.00436416
2016,TeslaInc.,Fremont,CA,94500,45500 Fremont Boulevard,0.218079196,0.000117608,0.024378547
2016,GMC TRUCK GROUP ARLINGTON ASSEMBLY PLANT,ARLINGTON,TX,76000,2525 EAST ABRAM STREET,0.361237185,0.000196013,0.040572296
2015, FORD KANSAS CITY ASSEMBLY PLANT,Claycomo,MO,64100,8121 NE Highway 69,0.719716426,0.000392026,0.081064663
2015, FORD KENTUCKY TRUCK PLANT,Louisville,KY,40200,3001 Chamberlain Lane,0.689237166,0.000373578,0.077244025
2015, FORD LIVONIA SITE,Livonia,MI,48100,36200 Plymouth Road,0.141861915,7.61E-05,0.015794101
2015, FORD LOUISVILLE ASSEMBLY PLANT,Louisville,KY,40200,2000 Fern Valley Road,0.488297074,0.000265194,0.05486372
2015, FORD MICHIGAN ASSEMBLY SITE,Wayne,MI,48100,38303 Michigan Avenue,0.526841326,0.00036666,0.091535449
2015, FORD OHIO ASSEMBLY PLANT,AVON LAKE,OH,44000,650 MILLER ROAD,0.293375037,0.000159116,0.032947007
2015, FORD RESEARCH AND ENGINEERING CENTER,Dearborn,MI,48100,2450 Carroll Shelby Way,0.619815903,0.000336681,0.069634721
2015, FORD ROUGE SITE,Dearborn,MI,48100,3001 Miller Road,0.578830154,0.000313621,0.064870914
2015, FORD SHARONVILLE TRANSMISSION PLANT,SHARONVILLE,OH,45200,3000 SHARON ROAD,0.155705834,8.30E-05,0.017696427
2015, FORD STERLING PLANT,Sterling Heights,MI,48300,39000 Mound Road,0.328929392,0.000177565,0.036751659
2015, Chicago Assembly Plant,Chicago,IL,60600,12600 S. Torrence Avenue,0.409399964,0.000221379,0.045815682
2015, Flat Rock Assembly Plant,FLAT ROCK,MI,48100,1 INTERNATIONAL DR.,0.502624829,0.000272112,0.056286468
2015,GENERAL MOTORS CORP - MILFORD PROVING GROUND,MILFORD,MI,48300,3300 GENERAL MOTORS RD. MC 483-340-141,0.212350485,0.000115302,0.023898969
2015,GENERAL MOTORS FAIRFAX ASSEMBLY PLANT,KANSAS CITY,KS,66100,3201 FAIRFAX TRFCWY.,0.421010428,0.000228298,0.04723843
2015,GENERAL MOTORS FORT WAYNE ASSEMBLY,ROANOKE,IN,46700,12200 LAFAYETTE CENTER RD,0.474260257,0.000758686,0.257325554
2015,GENERAL MOTORS LANSING DELTA TOWNSHIP,LANSING,MI,48900,8175 MILLETT HWY,0.362181741,0.000196013,0.040572296
2015,GENERAL MOTORS LLC BEDFORD CETC,BEDFORD,IN,47400,105 GM DRIVE,0.288397188,0.101661591,0.032467429
2015,GENERAL MOTORS LORDSTOWN COMPLEX EAST,WARREN,OH,44400,2300 HALLOCK YOUNG ROAD,0.532590761,0.000288254,0.059627528
2015,GENERAL MOTORS MLCG DETROIT-HAMTRAMCK ASSEM BLY CENTER,DETROIT,MI,48200,2500 EAST GENERAL MOTORS BOULEVARD,0.10707835,0.000108384,0.028662777
2015,GENERAL MOTORS SAGINAW METAL CASTING OPERATIONS,SAGINAW,MI,48600,1629 NORTH WASHINGTON AVENUE,0.246508332,0.069455494,0.027703621
2015,FCA Belvidere Assembly Plant,Belvidere,IL,61000,3000 West Chrysler Drive,0.600378779,0.000327457,0.067252818
2015,FCA Chrysler Technology Center,Auburn Hills,MI,48300,800 Chrysler Drive,0.409594455,0.000221379,0.045815682
2015,FCA JEFFERSON NORTH ASSEMBLY PLANT,DETROIT,MI,48200,2101 CONNER AVENUE,0.631999477,0.000343599,0.071057469
2015,FCA KOKOMO CASTING PLANT,KOKOMO,IN,46900,1001 E. BOULEVARD,0.198555985,0.000106078,0.021996643
2015,FCA KOKOMO TRANSMISSION PLANT,KOKOMO,IN,46900,2401 S REED RD,0.217598549,0.000117608,0.024378547
2015,FCA STERLING HEIGHTS ASSEMBLY PLANT,STERLING HTS,MI,48300,38111 VAN DYKE,0.468690965,0.000253664,0.052481816
